,Follower ID,name,username,bio,location,URL,created_at,Following,Followers,profile image url
12,443749635,Cray Grafix,crayboiy,Software Specialist || Tech Enthusiasts || Creative Graphics Designer || View my portfolio on https://t.co/OCImpRwqD0 |||| Jesus Christ is King 🙏🏽,"Lagos, Nigeria",,2011-12-22 14:08:28+00:00,569,740,https://pbs.twimg.com/profile_images/1522691069682585601/7kdZ0XKf_normal.jpg
13,1166557857959030787,Yemi Afolabi,_SirUnique,•||Bruno Mars||• •||Jon Bellion||• •||Brymo||• •||Johnny Drille||•,Nigeria,,2019-08-28 03:47:42+00:00,420,76,https://pbs.twimg.com/profile_images/1166651967114031104/csoM3QgV_normal.jpg
14,1517768019690364929,Christiana Udoekong,blaqteena,Y'all am blessed,,,2022-04-23 07:32:17+00:00,52,13,https://pbs.twimg.com/profile_images/1517768305678995456/V7tyR5q7_normal.png
15,1516743690475167744,Nestor Hadonou,HadonouNestor,Je suis très simple,,,2022-04-20 11:41:52+00:00,196,63,https://pbs.twimg.com/profile_images/1521214104786116608/1Hsa8VdH_normal.jpg
16,1191138323424776194,Luna🍀🌸,LilyyOkafor,"I'm Alot,
made of 🔥🌊•

A Certified Teacher • Medical Radiography Student📚 👩🏻‍⚕☢• Chelsea FC •Scorpio♏ •A fine Tailor🧵✂",somewhere in the world,,2019-11-03 23:41:39+00:00,881,163,https://pbs.twimg.com/profile_images/1525202616178954242/dWLPGxjl_normal.jpg
17,1512792620061409281,cheekay 30BG💕💕😍,BowBOw0004,Cool dude that wanna make it real and keep my calm,,,2022-04-09 14:01:31+00:00,563,156,https://pbs.twimg.com/profile_images/1513606405047083010/WegW7bI4_normal.jpg
18,1186360799083798530,Olive,_______Olive___,,,,2019-10-21 19:17:23+00:00,185,162,https://pbs.twimg.com/profile_images/1315991627358494721/7i_QAFWG_normal.jpg
19,1511247448995504129,Guzorochi,Guzorochi4,Jan5#MUFC Extrovert/5'3/teaches how to speak and write Igbo and Hausa/ Mini photographer .,closer than you think ,,2022-04-05 07:41:11+00:00,183,77,https://pbs.twimg.com/profile_images/1511263508025032704/2c8nEOxh_normal.jpg
20,2496786716,Henry Hammed👑💰,Henryhammed1,"Graphics design
Henryhammed@gmail.com. 
Chelsea fans💙💙👑🏆..",Nigeria,,2014-05-15 17:23:57+00:00,938,329,https://pbs.twimg.com/profile_images/1362185578863763457/M4JFf7kR_normal.jpg
21,1481506172440129540,Ukeme Etim,UkemeEtim7,,,,2022-01-13 05:59:59+00:00,20,2,https://pbs.twimg.com/profile_images/1481506292023894018/gDIYRPHQ_normal.png
22,1506198261421457415,Kel-B,KelB62979344,,,,2022-03-22 09:17:48+00:00,187,13,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
23,1505250600770060288,ESITIME JAMES,esitime_j,"Verified Affiliate marketer ll
Real Estate consultant ll
connect with me on WhatsApp👇

               https://t.co/wjHzn3DsGc",Akwa Ibom,,2022-03-19 18:32:27+00:00,379,42,https://pbs.twimg.com/profile_images/1505260667535867905/QLTdZ_Ke_normal.jpg
24,1318531305135550464,Prosper𓃵,prosper_ifreke,Singer                                                                        ⚜️Live long and... Prosper⚜️, Akwa Ibom/ Lagos,https://t.co/WRYb1jtxgh,2020-10-20 12:37:12+00:00,3423,1559,https://pbs.twimg.com/profile_images/1488350919741816834/6pCrnDtW_normal.jpg
25,1504981746827378693,Hammed,Hammed19339734,,,,2022-03-19 00:43:23+00:00,116,0,https://pbs.twimg.com/profile_images/1504982170280079363/1Z4v-n5v_normal.jpg
26,1493623042303426561,Raphael,Aza_rius,"Eminem |Man united| 
I'm jxt not your cup of tea ☕
🧃🌎",Nigeria,https://t.co/z2kQJN2iLz,2022-02-15 16:27:48+00:00,473,142,https://pbs.twimg.com/profile_images/1517888147086061569/9k0_yf4S_normal.jpg
27,1161093014,snaY,snaythemdt,TOJ||MI stan||rap enthusiast||,North-Eastern Hemisphere,,2013-02-08 20:03:06+00:00,746,202,https://pbs.twimg.com/profile_images/1333372130709397504/4qd-_7YB_normal.jpg
28,1351580344420605954,Chet C ⚛️,chestercarneva1,The Chezzz,US,,2021-01-19 17:20:51+00:00,360,81,https://pbs.twimg.com/profile_images/1362469925638537216/s_A6yPdA_normal.jpg
29,1245629735645802497,halitanAllah✨,jckarbaba,NURSE🇳🇬//NORTHSIDE,Kaduna,,2020-04-02 08:31:27+00:00,310,215,https://pbs.twimg.com/profile_images/1501199292102545411/Vm2VzGFr_normal.jpg
30,1500571156520345601,pop kid,PopKid13plk,#All on me😎 #TNF #God at my back so I gotta keep rolling,,https://t.co/tJGVoCIZSw,2022-03-06 20:37:57+00:00,308,72,https://pbs.twimg.com/profile_images/1500571628580884486/6si0GDbP_normal.jpg
31,1330254081491939330,Ashir,Ashir4real,,,,2020-11-21 20:57:54+00:00,8,4,https://pbs.twimg.com/profile_images/1330254281191137282/WyAD-srA_normal.jpg
32,1499375728541974533,CE.NNY,theseventh_1,Pisces ♓️. Model.Writer.,"Ibadan, Nigeria",,2022-03-03 13:28:00+00:00,119,74,https://pbs.twimg.com/profile_images/1529157026965860355/x4daUZIt_normal.jpg
33,1337093988361396228,mazi_ogbonna😍💓❤,brownice_mikky,Jesus be glorified,"Lagos, Nigeria",,2020-12-10 17:57:29+00:00,1676,211,https://pbs.twimg.com/profile_images/1522125388494909440/c9gdir0k_normal.jpg
34,1236554136776249344,MOORE😻🖤,unknown_user237,•MAN UTD❤️•30BG😈•JACK H•KDRAMA IS LIFE🇰🇷❤️,"Seoul, Republic of Korea",,2020-03-08 07:27:49+00:00,319,309,https://pbs.twimg.com/profile_images/1526019471571357696/OsISX5rz_normal.jpg
35,1314662051869007873,𓃵Gademz Robinson✌30BG 👿,GademzR,"You can have all the degree💯in the world but if you don't have a hustler mentality,ambitions 💪and common sense 👌👌👌you'll be lost 🏃‍♀️.","Lagos, Nigeria",,2020-10-09 20:20:45+00:00,1222,382,https://pbs.twimg.com/profile_images/1486215417911730177/MtP9vCE6_normal.jpg
36,814928231174467584,Mfon-obong,Foncyssignature,"A lover of Christ 

An Information Professional

A chef with a difference","Anambra, Nigeria",,2016-12-30 20:16:45+00:00,1686,982,https://pbs.twimg.com/profile_images/1488857055305908228/Vna1vYAE_normal.jpg
37,1179876470392532993,sabiboy🀄️,_SABIBOY1,I love bumbum 🤩,"Lagos, Nigeria",,2019-10-03 21:51:09+00:00,1253,1083,https://pbs.twimg.com/profile_images/1487789504987549696/OBAYQKS__normal.jpg
38,1492471982536933377,"Ojukwu, zikora",OjukwuZikora,"AFFLIATE Marketer 👉 check my pinned tweets, I teach ordinary people how to make lots of money online from their comfort. Check DM to connect 👉09037719709.",,,2022-02-12 12:14:10+00:00,751,171,https://pbs.twimg.com/profile_images/1492543817043656704/f3q7AX6P_normal.jpg
39,1484254336725229572,Uzoma,Uzoma391045871,Wild,,,2022-01-20 20:00:34+00:00,63,4,https://pbs.twimg.com/profile_images/1484255055972909067/MIVpFFPj_normal.jpg
40,1482054299807100932,aGodgirl,vhina_iyanam,"Jesus CHRIST.

Sexual Purity Advocate.

Content Writer.

Love. Light. A sprinkul of Godly vawulence.

#aGodgirl🙋🏽‍♀️🤍🔥","Uyo, Nigeria",,2022-01-14 18:17:56+00:00,495,254,https://pbs.twimg.com/profile_images/1528465759881637890/BLSz8uZ6_normal.jpg
41,1018185614,KryzTal,Kryztal88,Fun loving and down 2 earth,,,2012-12-17 19:45:24+00:00,372,62,https://pbs.twimg.com/profile_images/1419033761698746368/678O9RVD_normal.jpg
42,1045700071269040128,NL,MithunaLaz,Pedi🇿🇦 Swati🇸🇿 ♊️ 👑,,,2018-09-28 15:41:39+00:00,259,250,https://pbs.twimg.com/profile_images/1504004547513131013/1bwiP3CH_normal.jpg
43,1318209419222667265,Annette_Offiong,AdiahaNungErung,,"Uyo, Nigeria",,2020-10-19 15:16:57+00:00,65,72,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
44,1293769614351007744,Natasha Essien K,EssienNatasha,"TX 👩‍❤️‍💋‍👨 , Black girl , 🇳🇬YouTuber , Barry’s favorite girl💕",,https://t.co/A4HZ2DPDMk,2020-08-13 04:41:51+00:00,132,74,https://pbs.twimg.com/profile_images/1307939297719353348/rH2t55XU_normal.jpg
45,987089976482508800,Nne 🤍,ETUKMMA,"Non, je ne regrette rien",⚓No spotlight,,2018-04-19 22:06:04+00:00,4993,9745,https://pbs.twimg.com/profile_images/1526489564507955202/rukL56tS_normal.jpg
46,429931822,Samuel Daniels,Sampeace99,"Tech Enthusiast, Foodie, lover of truth, wisdom and nature. Free spirit.","Greater Accra, Ghana",,2011-12-06 15:27:03+00:00,1879,517,https://pbs.twimg.com/profile_images/1321565541467901953/bS_pqhVm_normal.jpg
47,325635400,Emediong Ìtùnúolúwa,aimolatunde,"Project Management Entrepreneur (QAQC, Construction, Media, Health)
----
Scholar @nutmng
----
Bacc @FutAkure
----
Alum @knowcovid19
----
CM for T.I.C Room",NIGERIA 🇳🇬,https://t.co/hmpIxfm2NY,2011-06-28 16:31:49+00:00,631,265,https://pbs.twimg.com/profile_images/1239724484355067904/TEQUhxX5_normal.jpg
48,1214551352484843521,Ima-Ima Pearl,KelahPearl,Model || Pearl foundation || Your favourite gist partner || Bioscientist || Green energy specialist|| biogas guru ||writer||singer|| entrepreneur 💎💎🐩,Somewhere in Obodo Naija,,2020-01-07 14:16:49+00:00,1995,2095,https://pbs.twimg.com/profile_images/1479001339074072576/rwb_3Kxt_normal.jpg
49,1280613905442779136,Big-Man's wife💕,veekeejoe,"|free-spirited| Soo unpredictable| |proudlyEfik🌺.I run a cooking business, It’s called:: sweet_native pot. we prepare all kinds of soups. please patronize me🙏","Abuja, Nigeria",https://t.co/HJZpvsDZlU,2020-07-07 21:25:36+00:00,2790,3403,https://pbs.twimg.com/profile_images/1528613976388653056/LpruDPb5_normal.jpg
50,180260833,Wondy Archibong,Archiewonda,Go-getter!,Where the light is!,,2010-08-19 05:29:32+00:00,2698,2044,https://pbs.twimg.com/profile_images/1519301709142671365/XX5nJn9L_normal.jpg
51,863375822597632000,Big J❤️😘😍,janeime6,"Black, big and bold ❤️ 
Computer scientist 🎓
Solar installer ☀
👉I'm not here for hookup neither am I here for relationship. But we could be good friends👈",Portharcourt ,,2017-05-13 12:50:11+00:00,372,419,https://pbs.twimg.com/profile_images/1526653779508076549/_g63XLdd_normal.jpg
52,365847786,janny destry friday,janny2sexy,,,,2011-09-01 03:29:56+00:00,306,43,https://pbs.twimg.com/profile_images/1525756725344755713/il4yKCrq_normal.jpg
53,3423033946,Annie_Riichiie,annieboy__,"30BG💯||
saggitarius♥️||
Pro_Forex_Trader💰💶||
crypto||
Chelsea💙💙||
Chill_Vibe||
Born🇳🇬Raised🇬🇧||
proudly an AkwaIbomite",London UK,,2015-08-14 22:05:55+00:00,914,1084,https://pbs.twimg.com/profile_images/1492308848371195904/Fz4ZCnHy_normal.jpg
54,770423052,material gworl,ehnoouh,#EndSARS 🇳🇬,mind your business,,2012-08-20 23:31:55+00:00,296,343,https://pbs.twimg.com/profile_images/1480618675958915074/FbnDfYK3_normal.jpg
55,579995902,ℤUℛℐℰℒ,krisamissy,,,,2012-05-14 15:54:53+00:00,417,222,https://pbs.twimg.com/profile_images/1491893916035080196/yNoWxzcT_normal.jpg
56,1042528911463260160,Carsy,Marilyn_Ikoh,"Amazing, lovely, caring and humble#Microbiologist#","Uyo, Ibadan",https://t.co/ndgnUZc8ZO,2018-09-19 21:40:36+00:00,576,350,https://pbs.twimg.com/profile_images/1329579358269435904/NwZFD1II_normal.jpg
57,1480558421099388935,RoHS,etuknma,Christ Disciple. Writer. I just want to eat chocolates and read good books. Book nerd.,"Ibadan, Nigeria",,2022-01-10 15:13:40+00:00,393,83,https://pbs.twimg.com/profile_images/1515077117842710529/xouffoRo_normal.jpg
58,1265341194319597568,Edima Edem 🇳🇬,edima_edem,Lawyer⚖ ||Writer🗒 ||Thinker🤔||Woodworker🔨||Catmum🐈||ATR curious || Eyen Ibibio,,,2020-05-26 17:57:25+00:00,191,246,https://pbs.twimg.com/profile_images/1499857965561663490/sp4lwo9F_normal.jpg
59,236573160,Paul,paulredhot,Everything's gonna be alright 😊| Liverpool FC.,Home,,2011-01-10 22:19:04+00:00,463,156,https://pbs.twimg.com/profile_images/1471099543001382919/vAjAXjoT_normal.jpg
60,3064849132,Dr Nsuhoridem Eneyo ,DrEneyo,,,,2015-02-28 13:42:41+00:00,216,53,https://pbs.twimg.com/profile_images/1493136544332500995/m5mTP94l_normal.jpg
61,1415578104584679425,Kristo_ fa,Kristofa007,"Tall,reserved, cool guy😉","Uyo, Nigeria",,2021-07-15 07:45:18+00:00,303,123,https://pbs.twimg.com/profile_images/1417211057400074252/551cpTGf_normal.jpg
62,861521826,Future,FIkpeme,Less is more• #Btc,Nigeria| Germany| Netherlands,,2012-10-04 14:54:51+00:00,138,170,https://pbs.twimg.com/profile_images/1295357327764267010/kZgcVG9o_normal.jpg
63,4147314695,Salvador E,Eksalvador_e,,,,2015-11-09 06:43:57+00:00,490,161,https://pbs.twimg.com/profile_images/1491886731276304387/iSobXV7c_normal.jpg
64,39783347,Iniabasi Paul Okon,IniabasiOkon,"They say curiousity killed the cat, but I'm still here. #TeamManUnited #TeamNadal #TeamClassicFm #Tennis #Ibibioman Instagram: @iniabasiokon",Where I wanna be.....,http://t.co/N6C9bhlTUJ,2009-05-13 16:22:55+00:00,1755,2245,https://pbs.twimg.com/profile_images/1319905799582420992/IM3Be5KA_normal.jpg
65,2216817715,Zeror™️,zeror1udoibe,"Data Analyst// Project Manager// Telemarketing Consultant// Physicist// Pundit// Apolitical // @ManUtd fan.. //

Loyal, Brave, True and Devotion to Family",,,2013-11-26 23:56:43+00:00,1126,556,https://pbs.twimg.com/profile_images/1350174248350920704/A1s8n-ba_normal.jpg
66,415807655,ubking ub🇳🇬 solar installer,ubking1,"REAL ESTATE 🏠/
COMEDIAN 😁😁//
ACTOR//
 //SOLAR SYSTEMS INSTALLER🌠//
AN INTERIOR DESIGNER//
//PROUD SON OF AKWA IBOM STATE/
/A FAITHFUL AND LOYAL ARSENAL FAN/","Uyo, Nigeria",https://t.co/KgfJEYGxQU,2011-11-18 21:02:46+00:00,1868,1302,https://pbs.twimg.com/profile_images/1497947299330334729/-SKk0nsz_normal.jpg
67,714956534552334336,Ikakke,Ekohlee,"I Create My Own Sound💪

Supporting another person's success will never fuck yours up❤


Electrical Engineer 


||GGMU","Akwa Ibom, Nigeria",,2016-03-29 23:24:55+00:00,2213,1849,https://pbs.twimg.com/profile_images/1483527472641675267/39VxWnQC_normal.jpg
68,1486866441873891332,Pupsik🤎🤍,ceefun_Bassie,Lawyer👩‍⚖️/ Security & lntelligence Analyst/HR Manager/Personal Assistant/Chelsea fan/ Ibibio/ LastBorn🥰.,"Lagos, Nigeria",,2022-01-28 00:59:50+00:00,257,285,https://pbs.twimg.com/profile_images/1486873558584287244/od1TeVla_normal.jpg
69,1216508264856399873,Chizzy_phoebe,phoebe_chizzy,Am a Sagittarius...,"Lagos, Nigeria",,2020-01-12 23:52:41+00:00,727,457,https://pbs.twimg.com/profile_images/1216508452916420608/feaMbFLw_normal.jpg
70,2148933859,Richard III 💫✨🇬🇭,wittyyrich,Graphic Designer || Digital Marketer || IT Technician || @ishak_spark || There’s always a need to push harder.. I’m a Manchester City fan ⚽️,One direction,https://t.co/1luLvl9L1y,2013-10-22 12:25:49+00:00,6647,9919,https://pbs.twimg.com/profile_images/1420192719423614978/AlOX6qlM_normal.jpg
71,715421653208023040,ً,snowcoId,ⓘ 𝕃𝕚𝕧𝕚𝕟𝕘,,,2016-03-31 06:13:08+00:00,1552,2807,https://pbs.twimg.com/profile_images/1501340386723258375/5nLdIekS_normal.jpg
72,1097061146970984448,ℂ𝕃𝔼ℝ𝔸𝕄𝕀🕊️🌚,OwoMiAde,"Cruise🥴, Keyboardist 🎹, Transporter🚴, God's Grace💯","Ibadan, Nigeria",,2019-02-17 09:12:14+00:00,1409,716,https://pbs.twimg.com/profile_images/1480229445566935053/fVPZ6Ngl_normal.jpg
73,1345889594148052993,Àmazíng Ròmèy 👑 ✨💚🇸🇳,amazing_romey1,"Positive thinking is here for you #Teammessi, @FCBarcelona Taurus ♉️ Crypto & Nft lover, member of @KingsClubNfts_ for business email ibrahimrotimi747@gmail.com",Earth,https://t.co/7enBk40WkM,2021-01-04 00:27:57+00:00,2362,2369,https://pbs.twimg.com/profile_images/1519248629814509569/EiSPBKDi_normal.jpg
74,706081817414209536,Iam_wexley,callme_Wesley,,United Kingdom,,2016-03-05 11:39:58+00:00,1047,210,https://pbs.twimg.com/profile_images/1300545393692942342/F7xX1Nh9_normal.jpg
75,1040156470904582144,Abdulsalam,wale_rv,🕋 🤲🏾,OUTSIDE,,2018-09-13 08:33:22+00:00,649,709,https://pbs.twimg.com/profile_images/1513964477506596879/6INnjadK_normal.jpg
76,1489404588558016516,FootClan ⚛️🧪,FootClan22,$ATOM ⚛ $JUNO $OSMO $SCRT,,,2022-02-04 01:05:10+00:00,1757,1470,https://pbs.twimg.com/profile_images/1516429517027520528/Rw_-gzMU_normal.jpg
77,1326595386644049921,?¿🖤🤍,timixwrld,"30BG😈

Baller 🏀🏀

IG: @timixwrld_

TALLSLIMBOY 😩

蒂米克斯世界 ❤️🤍🖤

Dm🥱

We might be perfect together 😊",,,2020-11-11 18:39:37+00:00,393,264,https://pbs.twimg.com/profile_images/1488561253274509316/gJi7i7h6_normal.jpg
78,1482094689704714246,🌹||𝓢𝓸𝓯𝓲𝓪||🌹,babe__sofia,𝒜 𝑔𝒾𝓇𝓁 𝓉𝒽𝒶𝓉 𝓎𝑜𝓊 𝓌𝒾𝓁𝓁 𝒽𝒶𝓋𝑒 𝒶 𝒸𝓇𝓊𝓈𝒽 𝑜𝓃 ❣️ || ⁿᵉʷ ᵃᶜᶜᵗ ᵒˡᵈ ʷᵃˢ ʰᵃᶜᵏᵉᵈ|| 🎀 𝒜 𝒷𝑒𝒶𝓊𝓉𝓎 𝓁🍪💙𝓀𝒾𝓃𝑔 𝒻🌺𝓇 𝒽𝑒𝓇 𝒷𝑒𝒶𝓈𝓉 🎀,"Abuja, Nigeria ",,2022-01-14 20:58:24+00:00,368,134,https://pbs.twimg.com/profile_images/1482094848517840896/SeBJA6nQ_normal.jpg
79,1260881574087794688,omotee,omodaddymary,I'm everything you think😜💝,"Abuja, Nigeria",,2020-05-14 10:36:29+00:00,170,143,https://pbs.twimg.com/profile_images/1521403761096372224/MrjD7d6U_normal.jpg
80,1243978848607371264,vehe_Ge,JosephB29039710,because I am me,Nigeria,,2020-03-28 19:11:38+00:00,1029,1029,https://pbs.twimg.com/profile_images/1348216406660276226/A0BbsuBT_normal.jpg
81,1483150854978945031,Lizzy,Lizzy698433212,,,,2022-01-17 18:55:13+00:00,282,18,https://pbs.twimg.com/profile_images/1521486207930277898/xkoPCgwm_normal.jpg
82,1481593752804286468,Akwa ibom finest 😋😍,Silverbabe10,The girl your mama warned you about 😋🤭,"Uyo, Nigeria",,2022-01-13 11:47:48+00:00,600,2094,https://pbs.twimg.com/profile_images/1481594087954432000/pajlVTgR_normal.jpg
83,2303097804,oche sunday,oche_achez,,,,2014-01-21 13:33:26+00:00,642,311,https://pbs.twimg.com/profile_images/1334998659562401800/WKMlA6js_normal.jpg
84,1481566427219955715,Murphy,Murphy39661528,❤️❤️,,,2022-01-13 09:59:20+00:00,161,23,https://pbs.twimg.com/profile_images/1481567047788208130/t36EFLjj_normal.jpg
85,1202661445370105859,Crushing on Ziyech,Kemzoline2,Lover of good music/A career lady/ CFC❤️/ Ziyech/ I hate pretence. Easy going and lover of the gospel 🔥. Bonafide fan of Apostle Joshua Selman,Lagos State,,2019-12-05 18:50:46+00:00,1014,188,https://pbs.twimg.com/profile_images/1309107027218763778/zcGOAjRc_normal.jpg
86,546309910,Chelsea L. Andrews✨,Chels_LA,"I share content on #Tech, #IoT, #Cloud, #AI, #Mobile, #Innovation, #5G, #entrepreneurship & #TechHumor 🤣 @_TechMode Co-Founder 🙌","San Diego, CA",https://t.co/Xpns9k5XJD,2012-04-05 21:49:25+00:00,34959,43046,https://pbs.twimg.com/profile_images/1370480159514533888/aPSFUKvR_normal.jpg
87,339777599,Deji 🇳🇬👑,dejioladeinde5,"When you’re right, no one remembers. When you’re wrong, no one forgets. 💙 @ChelseaFC","Abeokuta, Ogun state ",,2011-07-21 16:57:03+00:00,3521,1662,https://pbs.twimg.com/profile_images/1526775319016906752/dFhfWsub_normal.jpg
88,570043547,Omo Iya Oniresi,ekunmitidayour,"♣Talented♣
*Shy but Confident
*Founder of @melodics_band",Everywhere God is..,https://t.co/lT28u94hBU,2012-05-03 15:07:08+00:00,2189,2375,https://pbs.twimg.com/profile_images/1516570046746746880/_P1UKLfB_normal.jpg
89,1469231165168971776,Blessed Jackson,Blizzyhung,"Sweet, jovial and fun to be with",,,2021-12-10 09:03:20+00:00,5,3,https://pbs.twimg.com/profile_images/1483153356583575560/0Oo6d1SQ_normal.jpg
90,1472850561317982209,Hart Frankky,HartFrankky,"Sexy 💋😘
Lovable 💯💕
passionate 🤞☺️","Luxborough, England",,2021-12-20 08:45:28+00:00,143,13,https://pbs.twimg.com/profile_images/1526702417747791872/_mle8TBi_normal.jpg
91,1468203090469961732,Glitter,Glitter1k7,"""Strong mind discuss ideas,average mind discuss event while weak mind discuss people""",,,2021-12-07 12:58:01+00:00,583,166,https://pbs.twimg.com/profile_images/1478511240989270016/KqTLKDVT_normal.jpg
92,1268128072777203714,PrAiZE tHE EnTrePreNeuR,NwigwePraize,Digital entrepreneur | Crypto Enthusiast | i can help you 10x your business... Check my pinned tweet for more info and FOLLOW ME for updates,"Lagos, Nigeria",https://t.co/vJGpp58qoE,2020-06-03 10:31:47+00:00,517,177,https://pbs.twimg.com/profile_images/1528036872974389248/xR9y3NBe_normal.jpg
93,1351171133366808583,A.adetunji💎💎,King_fabulous01,Communicator||Professional Barber💈💈||Fitness Fiend 🏋🏋||Movie Enthusiast|| Extremely Introvert|| I'm sapiosexual.,Nigeria,,2021-01-18 14:15:12+00:00,3246,421,https://pbs.twimg.com/profile_images/1351177930278367235/rHVMO9Ds_normal.jpg
94,1247869521182031872,Dani Daniel,DcPlanto,stay woke,,,2020-04-08 12:51:23+00:00,46,6,https://pbs.twimg.com/profile_images/1466437826346688513/ulVgFNAc_normal.jpg
95,1267443955962130432,Tomzy,TSoderu,I am a god 😏,,,2020-06-01 13:13:05+00:00,727,353,https://pbs.twimg.com/profile_images/1485567587945783302/_JWb7QrS_normal.jpg
96,1208056872294649856,Sunshine Di,di_sunshine,"Live laugh learn love,  I follow, you , follow back, vice versa❤","Benin, Edo State Nigeria",,2019-12-20 16:09:58+00:00,310,58,https://pbs.twimg.com/profile_images/1488581766227111943/ViDrzzM3_normal.jpg
97,1457999530813755395,Uthman Busari,UthmanBusar,You gotta learn me to know me,,,2021-11-09 09:12:42+00:00,46,3,https://pbs.twimg.com/profile_images/1457999725605576708/n9GA5e3M_normal.jpg
98,1263413645872070657,Single_As_Fucked,__Mane_Shafty14,"I Am Music And Football Lover At Large .
Music Is My Therapist
Football Is My Pride And Joy.",South Africa,,2020-05-21 10:18:25+00:00,1912,530,https://pbs.twimg.com/profile_images/1351606874538471468/w3Z9Yr-V_normal.jpg
99,4272396557,Lettie J-Mery,popeace25,wild@❤️,,,2015-11-25 08:07:59+00:00,442,49,https://pbs.twimg.com/profile_images/1411794746201288711/lbFzXpfH_normal.jpg
100,1206965370852167680,DADDYYOofLIFE⚽⚽⚽,DaddyyOof,| Dream chases 💡💡 Manchester United ❤️❤️❤️❤️,Nigeria,,2019-12-17 15:53:04+00:00,2329,2273,https://pbs.twimg.com/profile_images/1530768833115455488/e9Sbu7LO_normal.jpg
101,1066681824,𓃵💔#EndSARS,OlaSupercc,#SmokingWeed & buying #NFTs #NFTsCommunity #OpenSeaNFT #Crypto #Editor #Graphic #Designer •Fashion Model••• #Nigeria Is a Failed State. 💔 20-10-20🇳🇬💔,"Lagos, Nigeria",https://t.co/7D9aCWdxpf,2013-01-06 20:59:10+00:00,1607,105,https://pbs.twimg.com/profile_images/1469381158802624514/uOUlcJDO_normal.jpg
102,1320020766797201408,Engr Onye Oma Na Structure,engr_oma,"2021Boiling Point mood, the Lord is my shepherd",,,2020-10-24 15:14:31+00:00,319,89,https://pbs.twimg.com/profile_images/1458679001673830401/3P5n6uZr_normal.jpg
103,1443706267487424515,Adepegba Dotun,Dotunclothings,Friendly,ile Ife osun state,https://t.co/k8djZeNZjn,2021-09-30 22:36:47+00:00,661,77,https://pbs.twimg.com/profile_images/1443707610239311874/92t8a5pH_normal.jpg
